	name	feature.name	dist.to.feature	prom	exon	intron
1	Zfp36l2	NM_001001806	5634	0	0	0
2	A430105I19Rik	NM_001001982	304	1	0	1
3	Panx2	NM_001002005	7957	0	1	0
4	Rpl17	NM_001002239	249	1	0	1
5	Brsk1	NM_001003920	13825	0	0	1
6	Slc13a5	NM_001004148	4615	0	0	1
7	Eif2a	NM_001005509	-187	1	1	0
8	Lmtk3	NM_001005511	10254	0	1	0
9	Mtus1	NM_001005864	-28028	0	1	0
10	Unc13d	NM_001009573	14277	0	1	0
11	Sept11	NM_001009818	54889	0	0	1
12	A3galt2	NM_001009819	13621	0	0	0
13	Olfr1463	NM_001011840	35548	0	0	0
14	E2f8	NM_001013368	-646	1	0	0
15	Zfp930	NM_001013379	-32412	0	0	0
16	Dync1li2	NM_001013380	254	1	1	0
17	Capn11	NM_001013767	-10793	0	0	1
18	Dyrk2	NM_001014390	527	1	0	1
19	Dyrk2	NM_001014390	152022	0	0	0
20	Snx13	NM_001014973	142692	0	0	0
21	Fam189b	NM_001014995	-1327	0	0	1
22	Btbd11	NM_001017525	10323	0	0	1
23	Trim15	NM_001024134	9181	0	1	0
24	Gm5458	NM_001024706	285700	0	0	0
25	Ifi214	NM_001024721	-21054	0	0	0
26	Ankrd34a	NM_001024851	61	1	1	0
27	Sept10	NM_001024910	172326	0	1	0
28	Fbxo33	NM_001033156	-212055	0	0	0
29	Qrich2	NM_001033267	-2321	0	0	0
30	Cdc42bpg	NM_001033342	442	1	0	1
31	Wdr72	NM_001033500	337844	0	0	0
32	Gm5820	NM_001033789	-77257	0	0	0
33	Adamts17	NM_001033877	88152	0	0	1
34	Fam92b	NM_001033980	-117214	0	0	0
35	Gm4907	NM_001034864	261011	0	0	0
36	Agap1	NM_001037136	84346	0	0	1
37	Col28a1	NM_001037865	118118	0	0	1
38	AI429214	NM_001039220	111450	0	0	0
39	Edem3	NM_001039644	124517	0	0	0
40	Defb41	NM_001040027	-128075	0	0	0
41	Med15	NM_001040683	-3895	0	0	0
42	Txnrd1	NM_001042523	-3723	0	0	0
43	Eml1	NM_001043336	-22139	0	0	0
44	Hhipl1	NM_001044380	5603	0	1	0
45	Sdhaf3	NM_001077713	221299	0	0	0
46	Sdhaf3	NM_001077713	55838	0	0	1
47	Bcl11b	NM_001079883	-85642	0	0	0
48	Bcl11b	NM_001079883	-47070	0	0	0
49	Gtf2i	NM_001080749	17968	0	0	1
50	Trappc10	NM_001081055	-100	1	0	0
51	Lama5	NM_001081171	20876	0	0	1
52	Adgrf5	NM_001081178	-55328	0	0	0
53	Prdm14	NM_001081209	-31346	0	0	1
54	Tln2	NM_001081242	-47454	0	0	0
55	Myh13	NM_001081250	101591	0	0	0
56	Arhgef26	NM_001081295	-180491	0	0	0
57	Rimbp2	NM_001081388	107060	0	0	1
58	1810013L24Rik	NM_001081400	383375	0	0	0
59	Gltscr1	NM_001081418	11153	0	1	0
60	Camta1	NM_001081557	296102	0	0	1
