	name	feature.name	dist.to.feature	prom	exon	intron
1	Fbxo41	NM_001001160	18363	0	1	0
2	Fbxo41	NM_001001160	35	1	1	0
3	Spag6	NM_001001334	122709	0	0	0
4	Spag6	NM_001001334	101414	0	0	0
5	Atp8b1	NM_001001488	-449	1	0	0
6	Atp8b1	NM_001001488	211	1	1	0
7	Prrxl1	NM_001001796	-2220	0	0	0
8	Prrxl1	NM_001001796	-322	1	0	0
9	Prrxl1	NM_001001796	-282	1	0	0
10	Atp11c	NM_001001798	-67	1	0	0
11	Atp11c	NM_001001798	-43	1	0	0
12	Eea1	NM_001001932	-117648	0	0	0
13	Limch1	NM_001001980	-273	1	0	0
14	Limch1	NM_001001980	52896	0	0	1
15	Nat8l	NM_001001985	1536	0	0	1
16	Adgrg6	NM_001002268	-592	1	0	0
17	Adgrg6	NM_001002268	-596	1	0	0
18	Rab44	NM_001002786	29135	0	0	1
19	Ccin	NM_001002787	1287	0	1	0
20	Pcdhac2	NM_001003672	647	1	1	1
21	Rab11fip5	NM_001003955	449	1	1	0
22	Fam170a	NM_001004061	143759	0	0	0
23	Crtc1	NM_001004062	-13091	0	1	0
24	Zfp619	NM_001004139	-29978	0	0	0
25	Zfp619	NM_001004139	141496	0	0	0
26	Usp22	NM_001004143	15824	0	1	0
27	Git1	NM_001004144	-1533	0	0	0
28	Slc13a5	NM_001004148	240	1	0	1
29	Slc13a5	NM_001004148	4663	0	0	1
30	Gnptab	NM_001004164	291	1	0	1
31	AA467197	NM_001004174	452	1	1	0
32	Maml3	NM_001004176	42869	0	0	1
33	Fam222a	NM_001004180	35575	0	0	1
34	Fam222a	NM_001004180	28601	0	0	1
35	Fam222a	NM_001004180	38727	0	0	1
36	Fam222a	NM_001004180	-30479	0	0	0
37	Fam222a	NM_001004180	19817	0	0	1
38	Nuak1	NM_001004363	65152	0	1	0
39	Nuak1	NM_001004363	-559	1	0	0
40	Nuak1	NM_001004363	-32	1	0	0
41	Znhit3	NM_001005223	15679	0	0	1
42	Dbx1	NM_001005232	-670	1	0	0
43	Dbx1	NM_001005232	101073	0	0	1
44	Dbx1	NM_001005232	-1094	0	0	0
45	Sp9	NM_001005343	2080	0	1	0
46	Ado	NM_001005419	1146	0	1	0
47	Ppp1r26	NM_001005420	-1314	0	0	0
48	Gm996	NM_001005424	799	1	1	0
49	Gm996	NM_001005424	813	1	1	0
50	Barhl2	NM_001005477	-11452	0	0	0
51	Barhl2	NM_001005477	-116304	0	0	0
52	Barhl2	NM_001005477	93662	0	0	0
53	Syne2	NM_001005510	15421	0	0	1
54	Syne2	NM_001005510	18694	0	0	1
55	Syne2	NM_001005510	15450	0	0	1
56	Lmtk3	NM_001005511	10409	0	1	0
57	Lmtk3	NM_001005511	10236	0	1	0
58	Lmtk3	NM_001005511	10254	0	1	0
59	Mtus1	NM_001005864	-28028	0	1	0
60	Epb41l1	NM_001006664	30045	0	0	1
61	Epb41l1	NM_001006664	30027	0	0	1
62	Zfp251	NM_001007568	536	1	1	0
63	Zfp251	NM_001007568	564	1	1	0
64	Tceanc	NM_001007577	-118	1	0	0
65	Cdh12	NM_001008420	749701	0	0	0
66	Scaf1	NM_001008422	8375	0	1	0
67	Ccdc177	NM_001008423	1569	0	1	0
68	Ccdc177	NM_001008423	2463	0	1	0
69	Ccdc177	NM_001008423	2477	0	1	0
70	Ccdc177	NM_001008423	1690	0	1	0
71	Wdr34	NM_001008498	14068	0	1	0
72	Mxi1	NM_001008542	-14012	0	0	0
73	Mxi1	NM_001008542	-14035	0	0	0
74	Mxi1	NM_001008542	2683	0	0	1
75	Unc13d	NM_001009573	405	1	1	0
76	Sept11	NM_001009818	54889	0	0	1
77	A3galt2	NM_001009819	13621	0	0	0
78	Dock11	NM_001009947	546	1	0	1
79	Dock11	NM_001009947	404	1	0	1
80	Nrsn2	NM_001009948	-76	1	0	0
81	Slc38a8	NM_001009950	22612	0	0	0
82	Mrps33	NM_001010930	-61619	0	0	0
83	Mrps33	NM_001010930	-62144	0	0	0
84	Mrps33	NM_001010930	-115613	0	0	0
85	Hrh2	NM_001010973	72910	0	0	0
86	Xkr7	NM_001011732	132	1	1	0
87	Xkr7	NM_001011732	-153	1	0	0
88	Sctr	NM_001012322	568	1	0	1
89	Hs3st6	NM_001012402	-412	1	0	0
90	Hs3st6	NM_001012402	497	1	1	0
91	Ankrd6	NM_001012451	160	1	0	1
92	Fut10	NM_001012517	32002	0	0	1
93	Smim19	NM_001012667	-31945	0	0	1
94	Wfdc16	NM_001012723	3093	0	0	1
95	Aym1	NM_001012726	53762	0	0	0
96	Aym1	NM_001012726	23	1	1	0
97	Adcy5	NM_001012765	-867	1	0	0
98	Adcy5	NM_001012765	193	1	1	0
99	Npcd	NM_001013360	5340	0	0	1
100	Pfdn4	NM_001013369	-1366	0	0	1
101	Pfdn4	NM_001013369	-26697	0	0	0
102	Pfdn4	NM_001013369	-8262	0	0	1
103	Lman2l	NM_001013374	36216	0	0	1
104	Uspl1	NM_001013378	797	1	0	1
105	Zfp930	NM_001013379	-25180	0	0	0
106	Dync1li2	NM_001013380	-13554	0	0	1
107	Dync1li2	NM_001013380	13204	0	0	1
108	Lrrc52	NM_001013382	360	1	1	0
109	Podnl1	NM_001013384	8718	0	1	0
110	Grm4	NM_001013385	38923	0	0	1
111	Grm4	NM_001013385	847	1	0	1
112	Grm4	NM_001013385	83362	0	0	0
113	Rasl10b	NM_001013386	2502	0	1	0
114	Cpsf6	NM_001013391	-26112	0	0	0
115	Neurl4	NM_001013414	507	1	0	1
116	Inip	NM_001013577	30932	0	1	0
117	Tmem151b	NM_001013749	4182	0	1	0
118	Tmem151b	NM_001013749	4185	0	1	0
119	Gm597	NM_001013750	-942635	0	0	0
120	Pcdh17	NM_001013753	3748	0	1	0
121	Pcdh17	NM_001013753	3754	0	1	0
122	Slc25a34	NM_001013780	-8339	0	1	0
123	Slc25a34	NM_001013780	-1480	0	0	0
124	Ccdc92b	NM_001013784	-8775	0	0	0
125	Dyrk2	NM_001014390	-89039	0	0	0
126	4930404N11Rik	NM_001014836	-4811	0	0	1
127	Rap1gap2	NM_001015046	-204	1	0	0
128	Rap1gap2	NM_001015046	17249	0	0	1
129	Kdm6b	NM_001017426	-60646	0	1	0
130	Btbd11	NM_001017525	10323	0	0	1
131	Foxred2	NM_001017983	-4944	0	1	0
132	Otol1	NM_001018031	325578	0	0	0
133	Cxx1b	NM_001018063	-22	1	0	0
134	Trim15	NM_001024134	9181	0	1	0
135	Anks6	NM_001024136	18439	0	0	1
136	Anks6	NM_001024136	-281	1	0	0
137	Anks6	NM_001024136	17501	0	1	0
138	Pla2g4d	NM_001024137	-5596	0	0	0
139	Gpr139	NM_001024138	-17	1	0	0
140	Gm5868	NM_001024147	332	1	0	1
141	Cdhr3	NM_001024478	-26200	0	0	1
142	Cdhr3	NM_001024478	-26180	0	0	1
143	Cep170b	NM_001024602	457	1	0	1
144	Pdp2	NM_001024606	-326	1	0	1
145	Pdp2	NM_001024606	-315	1	0	1
146	Xirp2	NM_001024618	119630	0	0	0
147	Gm5458	NM_001024706	352519	0	0	0
148	Gm5458	NM_001024706	184114	0	0	0
149	Ifi214	NM_001024721	-21054	0	0	0
150	Ttbk2	NM_001024857	745	1	0	1
151	Sept10	NM_001024910	172326	0	1	0
152	Rfx4	NM_001024918	38474	0	0	1
153	Rfx4	NM_001024918	4094	0	0	1
154	Pik3r1	NM_001024955	-13825	0	0	1
155	Ntrk2	NM_001025074	272886	0	0	1
156	Arl14ep	NM_001025102	108	1	1	0
157	Cxadr	NM_001025192	8125	0	0	1
158	Mbp	NM_001025245	37848	0	0	1
159	Trp53i11	NM_001025246	-7161	0	0	0
160	Trp53i11	NM_001025246	-7190	0	0	0
161	Tfap2b	NM_001025305	22131	0	1	0
162	Pja2	NM_001025309	58793	0	0	0
163	Sema3g	NM_001025379	12963	0	0	0
164	Gpr17	NM_001025381	-27623	0	0	1
165	Gpr17	NM_001025381	-39930	0	1	0
166	Eno1b	NM_001025388	24082	0	0	1
167	Eno1b	NM_001025388	24082	0	0	1
168	Bpifb9b	NM_001025574	29081	0	0	1
169	Maf	NM_001025577	630	1	1	0
170	Kcnj6	NM_001025590	73186	0	0	1
171	Zbtb43	NM_001025594	-47566	0	0	0
172	Cadm1	NM_001025600	1091	0	0	1
173	Cadm1	NM_001025600	186	1	0	1
174	Cadm1	NM_001025600	1331	0	0	1
175	Cadm1	NM_001025600	69662	0	0	1
176	Gm527	NM_001025605	-101782	0	0	0
177	Pknox2	NM_001029838	541	1	0	1
178	Pdzd4	NM_001029868	249	1	1	0
179	Itgad	NM_001029872	-19576	0	0	0
180	Nova2	NM_001029877	-337	1	0	0
181	Usp32	NM_001029934	77892	0	0	1
182	Specc1	NM_001029936	684	1	0	1
183	Sec14l3	NM_001029937	-6409	0	0	0
184	Tceal3	NM_001029978	503	1	0	1
185	Kcnk15	NM_001030292	4611	0	1	0
186	Olfm4	NM_001030294	701445	0	0	0
187	Lin28b	NM_001031772	26	1	1	0
188	Lin28b	NM_001031772	-16053	0	0	0
189	Pear1	NM_001032414	-145	1	0	0
190	Ccdc189	NM_001033040	727	1	0	1
191	Bbs1	NM_001033128	-8243	0	1	0
192	Bbs1	NM_001033128	-8994	0	0	1
193	Bbs1	NM_001033128	-8293	0	1	0
194	Fbxo33	NM_001033156	-492304	0	0	0
195	Osbp	NM_001033174	-7132	0	0	0
196	Slc6a21	NM_001033176	3941	0	0	1
197	Fam8a1	NM_001033192	-74546	0	0	1
198	Pwwp2b	NM_001033206	361	1	0	1
199	Ttc7b	NM_001033213	3294	0	0	1
200	Ttc7b	NM_001033213	403	1	0	1
201	Ttc7b	NM_001033213	270	1	0	1
202	Prickle1	NM_001033217	240	1	0	1
203	Prickle1	NM_001033217	-47526	0	0	0
204	Cblb	NM_001033238	147392	0	0	1
205	Gm266	NM_001033248	584	1	1	0
206	Agap2	NM_001033263	19921	0	0	1
207	Agap2	NM_001033263	2478	0	0	1
208	Qrich2	NM_001033267	391	1	0	1
209	Qrich2	NM_001033267	7427	0	1	0
210	Qrich2	NM_001033267	-2321	0	0	0
211	Slc4a7	NM_001033270	-16586	0	0	0
212	Brd1	NM_001033274	51315	0	0	0
213	Gxylt1	NM_001033275	18110	0	0	1
214	Gxylt1	NM_001033275	193378	0	0	0
215	Kmt2d	NM_001033276	18833	0	1	0
216	Prdm6	NM_001033281	74234	0	0	1
217	BC026585	NM_001033284	36	1	1	0
218	BC026585	NM_001033284	38	1	1	0
219	Cdc42bpa	NM_001033285	-1609	0	0	0
220	Slc9a2	NM_001033289	-668	1	0	0
221	Slc9a2	NM_001033289	265	1	1	0
222	Kiz	NM_001033298	-92091	0	0	0
223	Shb	NM_001033306	-438	1	0	0
224	Vsig10	NM_001033311	-11318	0	0	0
225	Fbxl18	NM_001033312	14278	0	0	1
226	Ccdc61	NM_001033314	6638	0	0	1
227	Carmil2	NM_001033320	2969	0	0	1
228	Carmil2	NM_001033320	3323	0	1	0
229	Carmil2	NM_001033320	3001	0	0	1
230	Carmil2	NM_001033320	3037	0	0	1
231	Carmil2	NM_001033320	3293	0	1	0
232	Carmil2	NM_001033320	3292	0	1	0
233	Tmem231	NM_001033321	422	1	1	0
234	Gucy1a2	NM_001033322	355511	0	0	1
235	Zbtb16	NM_001033324	43812	0	0	1
236	Arhgef9	NM_001033329	14	1	1	0
237	Myrfl	NM_001033333	9081	0	0	1
238	Ttc38	NM_001033337	357	1	0	1
239	Rimbp3	NM_001033338	2466	0	1	0
240	Cdc42bpg	NM_001033342	9468	0	1	0
241	Klhl21	NM_001033352	6611	0	1	0
242	Mroh5	NM_001033365	-15	1	0	0
243	Fubp3	NM_001033389	-51202	0	0	0
244	Tmem104	NM_001033393	24559	0	0	1
245	Krt26	NM_001033397	-3950	0	0	0
246	Gfod1	NM_001033399	61359	0	0	1
247	Treml2	NM_001033405	2710	0	1	0
248	Lgr6	NM_001033409	19813	0	0	1
249	Thoc2	NM_001033422	686	1	0	1
250	Grxcr2	NM_001033426	13582	0	0	0
251	Lyg2	NM_001033427	-5710	0	0	0
252	Atxn7l1	NM_001033436	43480	0	1	0
253	Zbtb2	NM_001033466	1330	0	0	1
254	Cpxcr1	NM_001033471	-600492	0	0	0
255	A830080D01Rik	NM_001033472	140	1	1	0
256	BC048644	NM_001033485	16233	0	0	1
257	Rnf207	NM_001033489	5618	0	0	1
258	Rnf207	NM_001033489	3077	0	0	1
259	Zfp213	NM_001033496	-11969	0	1	0
260	Usp36	NM_001033528	16352	0	0	1
261	Rfx7	NM_001033536	8104	0	0	1
262	Bex6	NM_001033539	20605	0	0	0
263	Slc47a2	NM_001033542	265	1	0	1
264	Acsl6	NM_001033599	-2696	0	0	1
265	Ifitm6	NM_001033632	-6827	0	0	0
266	Mef2a	NM_001033713	16826	0	0	1
267	Mef2a	NM_001033713	19743	0	0	1
268	Tmem2	NM_001033759	35	1	1	0
269	Tmem2	NM_001033759	7589	0	0	1
270	4931408C20Rik	NM_001033764	359479	0	0	0
271	Smim9	NM_001033786	7904	0	0	1
272	Gm5820	NM_001033789	-77257	0	0	0
273	Cpne8	NM_001033851	-134	1	0	0
274	Kcnk9	NM_001033876	-326	1	0	0
275	Kcnk9	NM_001033876	-1420	0	0	0
276	Ldlrad2	NM_001033979	29948	0	0	1
277	Fam92b	NM_001033980	-114150	0	0	0
278	Asic2	NM_001034013	27892	0	0	1
279	Asic2	NM_001034013	-317	1	0	0
280	Ccdc160	NM_001034059	-18590	0	0	0
281	Ppp2r1b	NM_001034085	27274	0	0	1
282	Fam134b	NM_001034851	-38859	0	1	0
283	Armc2	NM_001034858	-112496	0	0	0
284	Armc2	NM_001034858	47065	0	0	1
285	Gm4907	NM_001034864	261058	0	0	0
286	Gm4907	NM_001034864	261011	0	0	0
287	Pnldc1	NM_001034866	30	1	1	0
288	Ccdc24	NM_001034876	-46	1	0	0
289	Pnpla1	NM_001034885	4944	0	0	1
290	Zfp936	NM_001034893	-10279	0	0	0
291	Gm5878	NM_001034902	-66	1	0	0
292	Atp2b2	NM_001036684	48	1	1	1
293	Nfatc2	NM_001037178	315	1	0	1
294	Gm10439	NM_001037716	61301	0	0	0
295	Adcy7	NM_001037723	-407	1	0	1
296	Gpx4	NM_001037741	4546	0	0	1
297	Defb48	NM_001037751	11687	0	0	0
298	Cdh3	NM_001037809	32	1	1	0
299	Atp11c	NM_001037863	204	1	0	1
300	Col28a1	NM_001037865	118118	0	0	1
301	Nell1	NM_001037906	34	1	1	0
302	Ripply2	NM_001037907	-106	1	0	0
303	Usp14	NM_001038589	-22001	0	0	0
304	Usp14	NM_001038589	-21991	0	0	0
305	Usp14	NM_001038589	-21977	0	0	0
306	Cldn19	NM_001038590	1638	0	0	1
307	Cldn19	NM_001038590	1646	0	0	1
308	Cldn19	NM_001038590	1645	0	0	1
309	Glrx2	NM_001038594	5538	0	0	1
310	Olfm1	NM_001038614	289	1	1	0
311	Dnm3	NM_001038619	387	1	0	1
312	Gng7	NM_001038655	19057	0	0	1
313	Slc7a15	NM_001038660	-10338	0	0	1
314	Gpr146	NM_001038703	3050	0	1	1
315	Trim58	NM_001039047	-107	1	0	0
316	Pkib	NM_001039051	553	1	0	1
317	Dmrtc1b	NM_001039116	18210	0	0	0
318	Camk2g	NM_001039139	452	1	0	1
319	Nlrp5	NM_001039143	58553	0	0	0
320	Triobp	NM_001039156	9690	0	0	1
321	Rbfox3	NM_001039167	72456	0	0	1
322	Cep350	NM_001039184	56268	0	0	1
323	Mex3c	NM_001039214	-185	1	0	0
324	Mex3c	NM_001039214	-175	1	0	0
325	AI429214	NM_001039220	111450	0	0	0
326	Zfp808	NM_001039239	32694	0	0	1
327	Mobp	NM_001039364	30855	0	0	0
328	Mobp	NM_001039364	54177	0	0	0
329	Vgf	NM_001039385	1645	0	1	0
330	Tex40	NM_001039494	-4025	0	0	1
331	Zfp784	NM_001039532	7771	0	1	0
332	Zfp784	NM_001039532	7228	0	1	0
333	Zfp784	NM_001039532	6944	0	1	0
334	Lhx3	NM_001039653	4265	0	0	1
335	Lhx3	NM_001039653	-196	1	0	0
336	Rasgrf1	NM_001039655	617	1	0	1
337	Slc30a2	NM_001039677	285	1	1	0
338	Slc30a2	NM_001039677	14122	0	1	0
339	Strn4	NM_001039878	176	1	1	1
340	Map2	NM_001039934	293	1	0	1
341	Setd1b	NM_001040398	-3454	0	0	0
342	Setd1b	NM_001040398	10150	0	1	0
343	Shroom4	NM_001040459	57	1	1	0
344	Clmn	NM_001040682	-31669	0	0	0
345	Zfp692	NM_001040686	-45146	0	0	0
346	Rspo4	NM_001040689	79	1	1	0
347	Mtmr7	NM_001040699	-25	1	0	0
348	Snca	NM_001042451	141	1	1	1
349	Anapc5	NM_001042491	-4000	0	0	0
350	Pitx2	NM_001042502	4510	0	1	0
351	Pitx2	NM_001042502	704	1	1	1
352	Sstr2	NM_001042606	1351	0	1	0
353	Dhx15	NM_001042620	137762	0	0	0
354	Smad7	NM_001042660	-23878	0	0	0
355	Rbpms	NM_001042675	-3549	0	0	0
356	Proc	NM_001042767	-8092	0	0	0
357	Rorb	NM_001043354	935	1	0	1
358	Cacna1i	NM_001044308	190	1	1	0
359	Cacna1i	NM_001044308	71695	0	1	0
360	Hhipl1	NM_001044380	90	1	1	0
361	Hhipl1	NM_001044380	12238	0	1	0
