	name	feature.name	dist.to.feature	prom	exon	intron
1	Itprip	NM_001001738	22645	0	1	0
2	2510009E07Rik	NM_001001881	98718	0	0	1
3	Rpl17	NM_001002239	249	1	0	1
4	Rab44	NM_001002786	41212	0	0	1
5	Ddx11	NM_001003919	145555	0	0	0
6	Zfp619	NM_001004139	34913	0	0	0
7	Fam222a	NM_001004180	43747	0	1	0
8	Barhl2	NM_001005477	-103404	0	0	0
9	Lmtk3	NM_001005511	9827	0	1	0
10	Mtus1	NM_001005863	36306	0	0	1
11	Tceanc	NM_001007577	273	1	0	1
12	Fndc3c1	NM_001007580	73	1	1	0
13	Armcx5	NM_001009575	188	1	1	0
14	Fut10	NM_001012517	32002	0	0	1
15	Osm	NM_001013365	-4025	0	0	0
16	Tmem151b	NM_001013749	4705	0	1	0
17	Tmem151b	NM_001013749	2471	0	0	1
18	Maml2	NM_001013813	-5569	0	0	0
19	4930404N11Rik	NM_001014836	2008	0	1	0
20	Snx13	NM_001014973	142692	0	0	0
21	C2cd3	NM_001017985	31957	0	0	1
22	Mctp2	NM_001024703	849957	0	0	0
23	Triobp	NM_001024716	-5894	0	0	1
24	Maf	NM_001025577	348785	0	0	0
25	Maf	NM_001025577	389003	0	0	1
26	Kcnj6	NM_001025590	6519	0	0	1
27	Kcnj6	NM_001025590	6550	0	0	1
28	Pdzd4	NM_001029868	339	1	1	0
29	Kcnk15	NM_001030292	-2394	0	0	0
30	Olfm4	NM_001030294	267876	0	0	0
31	Olfm4	NM_001030294	267866	0	0	0
32	Fbxo33	NM_001033156	-212055	0	0	0
33	5730507C01Rik	NM_001033157	662014	0	0	0
34	Naa11	NM_001033191	68282	0	0	0
35	Nlrc5	NM_001033207	878	1	0	1
36	Calr4	NM_001033226	-14839	0	0	0
37	Cblb	NM_001033238	203739	0	0	0
38	Gm266	NM_001033248	-178	1	0	0
39	Agap2	NM_001033263	882	1	1	0
40	Espnl	NM_001033292	-8872	0	0	1
41	Carmil2	NM_001033320	3307	0	1	0
42	Mmp25	NM_001033339	1133	0	1	0
43	Lrrc30	NM_001033340	119901	0	0	0
44	Cdc42bpg	NM_001033342	-8787	0	1	0
45	Gal3st4	NM_001033416	-3157	0	0	1
46	Gal3st4	NM_001033416	-3200	0	1	0
47	Thoc2	NM_001033422	851	1	0	1
48	Gm884	NM_001033434	13679	0	0	1
49	Gm884	NM_001033434	49826	0	0	1
50	Lsmem1	NM_001033437	22574	0	1	0
51	Wdr72	NM_001033500	167381	0	0	1
52	Mef2a	NM_001033713	-70637	0	0	0
53	Gm5820	NM_001033789	-5964	0	0	1
54	Adamts17	NM_001033877	88152	0	0	1
55	Ak2	NM_001033966	24170	0	0	0
56	Limk2	NM_001034030	2803	0	1	1
57	Limk2	NM_001034030	2875	0	0	1
58	Fam134b	NM_001034851	-57619	0	0	1
59	Bpifb4	NM_001034875	2024	0	1	0
60	Ermard	NM_001034891	93727	0	0	0
61	Agap1	NM_001037136	30615	0	0	1
62	Ripply2	NM_001037907	1814	0	0	1
63	Ets1	NM_001038642	140696	0	0	0
64	Faim2	NM_001038658	-16444	0	0	0
65	Defb25	NM_001039122	8085	0	0	0
66	Rreb1	NM_001039188	19450	0	0	1
67	Trim46	NM_001039466	943	1	1	0
68	Tex40	NM_001039494	-918	1	1	0
69	Tex40	NM_001039494	-913	1	1	0
70	Edem3	NM_001039644	124517	0	0	0
71	Slc39a2	NM_001039676	3203	0	0	0
72	Tet2	NM_001040400	92188	0	0	0
73	Flot2	NM_001040403	12712	0	0	1
74	Txnrd1	NM_001042513	-11843	0	0	1
75	Txnrd1	NM_001042523	9104	0	0	1
76	Lhx9	NM_001042577	9757	0	0	1
77	Arrdc4	NM_001042592	-110599	0	0	0
78	Smad7	NM_001042660	52864	0	0	0
79	Smad7	NM_001042660	17328	0	0	1
80	Prl2c1	NM_001045532	64117	0	0	0
81	Tulp2	NM_001045555	2936	0	1	0
82	Cntnap5a	NM_001077425	-1868920	0	0	0
83	Zbtb33	NM_001079513	49	1	1	0
84	Trim72	NM_001079932	656	1	0	1
85	Tmpo	NM_001080129	-100993	0	0	0
86	Fam65c	NM_001080708	3244	0	0	1
87	Gtf2i	NM_001080746	-18189	0	0	0
88	Gtf2i	NM_001080746	-18226	0	0	0
89	Prdm13	NM_001080771	-1805	0	0	0
90	Gm1123	NM_001080776	-51459	0	0	1
91	B230217C12Rik	NM_001080935	-14062	0	0	1
92	Pdzd2	NM_001081064	-15773	0	0	0
93	Armc3	NM_001081083	74258	0	0	1
94	Zfp362	NM_001081098	16143	0	1	0
95	Arhgap36	NM_001081123	142	1	1	0
96	Arhgap36	NM_001081123	190	1	1	0
97	Prrg3	NM_001081135	-550	1	0	0
98	Mdga1	NM_001081160	35287	0	1	0
99	Mdga1	NM_001081160	35362	0	1	0
100	Mdga1	NM_001081160	35373	0	1	0
101	Lama5	NM_001081171	5384	0	0	1
102	Gabrr3	NM_001081190	-22042	0	0	0
103	2410131K14Rik	NM_001081236	49393	0	0	0
104	Fam65a	NM_001081241	-11109	0	0	0
105	Fam65a	NM_001081241	-11100	0	0	0
106	Tln2	NM_001081242	-46336	0	0	0
107	Tshz1	NM_001081300	14200	0	0	1
108	Trio	NM_001081302	102084	0	0	1
109	Pik3r4	NM_001081309	56115	0	1	0
110	Pik3r4	NM_001081309	56086	0	1	0
111	Sipa1l2	NM_001081337	17639	0	0	1
112	Cep164	NM_001081373	86004	0	1	0
113	1810013L24Rik	NM_001081400	383375	0	0	0
114	Camta1	NM_001081557	270584	0	0	1
115	Dytn	NM_001081658	81629	0	0	0
116	Gm5150	NM_001081687	-45671	0	0	0
117	Tmprss9	NM_001081688	6312	0	1	0
118	Nfix	NM_001081981	31686	0	0	1
119	Magi1	NM_001083321	214612	0	0	1
120	Ptchd2	NM_001083342	31147	0	1	0
121	Xirp2	NM_001083919	-45971	0	0	0
122	Arid1b	NM_001085355	-229135	0	0	0
123	Arid1b	NM_001085355	-3803	0	0	0
124	Arid1b	NM_001085355	-3778	0	0	0
125	1600014C10Rik	NM_001085385	-9022	0	0	0
126	Kif26a	NM_001097621	31671	0	1	0
127	Trerf1	NM_001097623	4327	0	0	1
128	Pik3c2b	NM_001099276	25729	0	0	1
129	R3hdml	NM_001099331	21323	0	0	1
130	Rapgef2	NM_001099624	798403	0	0	0
131	Pklr	NM_001099779	11294	0	1	0
132	Smim24	NM_001099917	11841	0	1	0
133	Gsg1l	NM_001101488	122201	0	0	1
134	Stx16	NM_001102423	-89126	0	0	0
135	Stx16	NM_001102423	-89105	0	0	0
136	Zfp185	NM_001109043	136	1	1	0
137	Bach2	NM_001109661	-173992	0	0	0
138	Kazn	NM_001109684	30310	0	0	1
139	Kazn	NM_001109684	30277	0	0	1
140	Kazn	NM_001109685	-333236	0	0	0
141	Kazn	NM_001109685	-12370	0	0	0
142	Sv2b	NM_001109753	237830	0	0	0
143	Banp	NM_001110100	105296	0	0	0
144	Cdca2	NM_001110162	121176	0	0	0
145	Kif1a	NM_001110315	19496	0	1	0
146	Runx1	NM_001111021	1108	0	0	1
147	Arhgef10l	NM_001112723	64550	0	0	1
148	Ebf3	NM_001113414	16198	0	0	1
149	Schip1	NM_001113420	-59335	0	0	1
150	Serbp1	NM_001113564	36513	0	1	0
151	Epha7	NM_001122889	-962097	0	0	0
152	Tfap2a	NM_001122948	79144	0	0	0
153	Prdm12	NM_001123362	-3878	0	0	0
154	Arhgef1	NM_001130152	13872	0	0	1
155	P4ha2	NM_001136076	19088	0	0	1
156	Zfp935	NM_001136496	20781	0	0	0
157	Usp51	NM_001137547	648	1	0	1
158	Usp51	NM_001137547	629	1	0	1
159	Usp51	NM_001137547	643	1	0	1
160	Rbm43	NM_001141982	62766	0	0	0
161	Tcf7l2	NM_001142924	102407	0	0	0
162	Tcf7l2	NM_001142924	133834	0	0	0
163	1500009L16Rik	NM_001145198	236753	0	0	0
164	Use1	NM_001145780	-32264	0	0	1
165	Brinp3	NM_001145807	324767	0	0	1
166	Lrp4	NM_001145857	16547	0	0	1
167	Adtrp	NM_001145875	-8134	0	0	0
168	Tiam1	NM_001145887	-45344	0	0	1
169	Tenm3	NM_001145937	-13635	0	0	0
170	Lgals3	NM_001145953	11841	0	1	0
171	Homer3	NM_001146153	-4666	0	0	0
172	Homer3	NM_001146153	-4668	0	0	0
173	Homer3	NM_001146153	-4652	0	0	0
174	Homer3	NM_001146153	-4651	0	0	0
175	Smoc1	NM_001146217	276	1	1	0
176	Cnp	NM_001146318	268	1	1	1
177	Meis2	NM_001159569	16948	0	0	1
178	Araf	NM_001159645	-28934	0	0	0
179	Dut	NM_001159646	-43858	0	0	1
180	Proser2	NM_001159657	29577	0	1	0
181	Nectin2	NM_001159724	-6772	0	1	0
182	Sec16b	NM_001159986	14560	0	0	1
183	Celf2	NM_001160292	-102154	0	0	1
184	Celf2	NM_001160292	-102177	0	0	1
185	Ccdc112	NM_001160399	-5919	0	0	0
186	Nol4	NM_001161483	96612	0	0	1
187	Islr2	NM_001161541	-16092	0	1	0
188	Tmem116	NM_001161626	8709	0	0	1
189	Kif26b	NM_001161665	179134	0	0	1
190	Ptk2b	NM_001162365	16037	0	0	1
191	Troap	NM_001162506	1840	0	0	1
192	Mapre2	NM_001162942	-17335	0	0	0
193	Hcrtr1	NM_001163027	8107	0	1	0
194	Begain	NM_001163175	-47121	0	0	0
195	Trpc4ap	NM_001163452	-9279	0	0	0
196	Trpc4ap	NM_001163452	-9254	0	0	0
197	Wnt7b	NM_001163634	15860	0	0	1
198	Chn2	NM_001163640	-18516	0	0	0
199	Chn2	NM_001163640	-18498	0	0	0
200	Dok5	NM_001163686	158373	0	0	0
201	C530008M17Rik	NM_001163793	16895	0	1	0
202	Pdik1l	NM_001163794	990	1	0	1
203	Ly6e	NM_001164038	-19606	0	0	0
204	Nfatc1	NM_001164111	44901	0	0	1
205	Xrra1	NM_001164258	44257	0	0	1
206	Plekhs1	NM_001164263	-24829	0	1	0
207	Nt5c2	NM_001164363	-8186	0	1	0
208	Irf2bp2	NM_001164598	672	1	1	0
209	Amigo2	NM_001164602	-225136	0	0	0
210	Amigo2	NM_001164602	-137128	0	1	0
211	Amigo2	NM_001164602	-225312	0	0	0
212	Amigo2	NM_001164602	-130144	0	0	1
213	Rnf14	NM_001164621	-12	1	1	0
214	Tmem29	NM_001164683	-28259	0	0	0
215	Fam47c	NM_001164739	-59713	0	0	0
216	Hephl1	NM_001164797	-56986	0	0	0
217	Bend4	NM_001164806	32475	0	1	0
218	Cldn14	NM_001165926	-27981	0	0	1
219	Rgs9	NM_001165934	16594	0	0	1
220	Rgs9	NM_001165934	16583	0	0	1
221	Pogz	NM_001165948	-17666	0	0	0
222	Rfx3	NM_001166414	76505	0	0	1
223	Slc38a1	NM_001166458	-15448	0	0	0
224	Klhl33	NM_001166651	800	1	1	0
225	Vps50	NM_001167751	86732	0	0	1
226	Ankrd7	NM_001167757	722862	0	0	0
227	Col6a5	NM_001167923	-50256	0	0	1
228	Fam83h	NM_001168253	5168	0	1	0
229	Fam83h	NM_001168253	362	1	0	1
230	Tifab	NM_001168615	-15800	0	0	0
231	Rbm20	NM_001170847	20976	0	0	1
232	Camk2b	NM_001174053	41101	0	0	1
233	Myc	NM_001177353	-57795	0	0	0
234	Gm6760	NM_001177377	-8323	0	0	0
235	Gm4340	NM_001177535	-3303	0	0	0
236	Gm4340	NM_001177535	-3303	0	0	0
237	Gm4340	NM_001177535	-3303	0	0	0
238	Gm4340	NM_001177535	-3303	0	0	0
239	Gm4340	NM_001177535	-3303	0	0	0
240	Zfp616	NM_001177570	-5355	0	0	0
241	Slc25a13	NM_001177572	83820	0	0	1
