	name	feature.name	dist.to.feature	prom	exon	intron
1	2510009E07Rik	NM_001001881	98718	0	0	1
2	Panx2	NM_001002005	7957	0	1	0
3	Rpl17	NM_001002239	249	1	0	1
4	Erbb2	NM_001003817	6785	0	0	1
5	Zfp619	NM_001004139	34913	0	0	0
6	Unc13d	NM_001009573	14277	0	1	0
7	Zfp708	NM_001012448	4140	0	0	1
8	Fut10	NM_001012517	32002	0	0	1
9	Usp13	NM_001013024	-128	1	0	0
10	Lrrc52	NM_001013382	6495	0	0	1
11	Zfp488	NM_001013777	3264	0	0	1
12	Mctp2	NM_001024703	849957	0	0	0
13	Triobp	NM_001024716	-5894	0	0	1
14	Eno1b	NM_001025388	21374	0	0	0
15	Eno1b	NM_001025388	21374	0	0	0
16	Sox6	NM_001025560	111	1	1	1
17	Kcnj6	NM_001025590	6519	0	0	1
18	Pdzd4	NM_001029868	695	1	0	1
19	Fbxo33	NM_001033156	-212055	0	0	0
20	Fbxo33	NM_001033156	-301351	0	0	0
21	Prickle1	NM_001033217	47507	0	0	1
22	Ccdc114	NM_001033243	606	1	0	1
23	Gm266	NM_001033248	-178	1	0	0
24	Spata13	NM_001033272	-47544	0	0	0
25	Shb	NM_001033306	23551	0	0	1
26	Mmp25	NM_001033339	5028	0	1	0
27	Lrrc30	NM_001033340	80295	0	0	0
28	Ccdc27	NM_001033455	-21723	0	1	0
29	Fam92b	NM_001033980	-30505	0	0	0
30	Limk2	NM_001034030	2811	0	1	1
31	Gm6878	NM_001037931	5582	0	0	1
32	Cldn19	NM_001038590	1646	0	0	1
33	Glrx2	NM_001038594	13575	0	1	0
34	Defb25	NM_001039122	8085	0	0	0
35	Triobp	NM_001039156	3410	0	0	1
36	Edem3	NM_001039644	124517	0	0	0
37	Slc39a2	NM_001039676	3203	0	0	0
38	Filip1l	NM_001040397	38375	0	0	1
39	Shroom4	NM_001040459	273	1	0	1
40	Med15	NM_001040683	-3919	0	0	0
41	Prl2c1	NM_001045532	64117	0	0	0
42	Sdhaf3	NM_001077713	55838	0	0	1
43	Gtf2i	NM_001080749	17968	0	0	1
44	Gm1123	NM_001080776	-51423	0	0	1
