	name	feature.name	dist.to.feature	prom	exon	intron
1	Fbxo41	NM_001001160	24732	0	1	0
2	Taf9b	NM_001001176	233	1	1	0
3	Taf9b	NM_001001176	221	1	1	0
4	Baz2b	NM_001001182	-4802	0	0	0
5	Thnsl1	NM_001001297	31788	0	0	0
6	Hexdc	NM_001001333	-11065	0	0	1
7	Spag6	NM_001001334	112474	0	0	0
8	Cyp2c44	NM_001001446	16523	0	0	1
9	Tas2r138	NM_001001451	7854	0	0	1
10	Mfsd4b5	NM_001001489	-4093	0	0	0
11	Oxgr1	NM_001001490	-40813	0	0	0
12	Oxgr1	NM_001001490	-60633	0	0	0
13	Oxgr1	NM_001001490	-107210	0	0	0
14	Itprip	NM_001001738	22367	0	1	0
15	Prrxl1	NM_001001796	-15219	0	0	0
16	Atp11c	NM_001001798	-137	1	0	0
17	Atp11c	NM_001001798	-117	1	0	0
18	Zfp36l2	NM_001001806	28892	0	0	0
19	Zfp36l2	NM_001001806	41847	0	0	0
20	Zfp36l2	NM_001001806	-91242	0	0	1
21	Zfp36l2	NM_001001806	24248	0	0	0
22	Olfr279	NM_001001807	-4017	0	0	0
23	2510009E07Rik	NM_001001881	98859	0	0	1
24	2510009E07Rik	NM_001001881	81837	0	0	1
25	2510009E07Rik	NM_001001881	98875	0	0	1
26	Nckap5l	NM_001001884	32108	0	1	0
27	A430105I19Rik	NM_001001982	131	1	1	0
28	Gp1bb	NM_001001999	-2442	0	1	0
29	Rpl17	NM_001002239	-6074	0	0	0
30	Rpl17	NM_001002239	-7812	0	0	0
31	Adgrg6	NM_001002268	-60308	0	0	0
32	Adgrg6	NM_001002268	75993	0	1	0
33	AI413582	NM_001002895	-21839	0	0	1
34	AI413582	NM_001002895	-21861	0	0	1
35	Bfsp2	NM_001002896	-21752	0	0	1
36	Bfsp2	NM_001002896	8712	0	0	1
37	Erbb2	NM_001003817	3178	0	0	1
38	Rab3ip	NM_001003950	11039	0	1	0
39	Ces5a	NM_001003951	4418	0	0	1
40	Ces5a	NM_001003951	4424	0	0	1
41	Crtc1	NM_001004062	-13095	0	1	0
