	name	feature.name	dist.to.feature	prom	exon	intron
1	Fut10	NM_001012517	32002	0	0	1
2	Maml2	NM_001013813	-5569	0	0	0
3	Maf	NM_001025577	348785	0	0	0
4	Carmil2	NM_001033320	3367	0	0	1
5	Zbtb16	NM_001033324	43812	0	0	1
6	Smim9	NM_001033786	7881	0	0	1
7	Fam134b	NM_001034851	-69340	0	0	1
8	Trim46	NM_001039466	943	1	1	0
9	Smad7	NM_001042660	17328	0	0	1
10	Stag2	NM_001077712	515	1	0	1
11	Stim2	NM_001081103	-444	1	0	0
12	Mdga1	NM_001081160	35396	0	1	0
13	Nup62cl	NM_001081668	70	1	1	0
14	Tns3	NM_001083587	22619	0	0	1
15	Xirp2	NM_001083919	-45971	0	0	0
16	Kif26a	NM_001097621	31671	0	1	0
17	Nr1i2	NM_001098404	89311	0	0	1
18	Grsf1	NM_001098476	33015	0	1	0
19	Skor2	NM_001109743	15871	0	0	1
20	Serbp1	NM_001113566	-61346	0	0	0
21	Tfap2a	NM_001122948	79144	0	0	0
22	C5ar2	NM_001146005	4288	0	0	1
23	C5ar2	NM_001146005	4257	0	0	1
24	Homer3	NM_001146153	-4618	0	0	0
25	Cldn10	NM_001160099	-10742	0	0	1
26	Celf2	NM_001160292	-102154	0	0	1
27	Celf2	NM_001160292	-102177	0	0	1
28	Nt5c2	NM_001164363	-8183	0	1	0
29	Amigo2	NM_001164602	-114498	0	0	1
30	Mid1ip1	NM_001166635	959	1	1	0
31	Mid1ip1	NM_001166635	1199	0	1	0
32	Slc35b3	NM_001170431	-213371	0	0	0
33	Rbms3	NM_001172123	78414	0	0	1
34	Rbm41	NM_001172147	391	1	0	1
35	Gm7102	NM_001177513	97267	0	0	1
36	Otub2	NM_001177841	3057	0	0	1
37	Otub2	NM_001177841	3066	0	0	1
38	Mfrp	NM_001190314	324	1	1	0
39	Gm5294	NM_001195128	1099	0	0	1
40	Rnf223	NM_001220499	-1250	0	0	0
41	A630023A22Rik	NM_001251843	-4492	0	0	0
42	Slc6a15	NM_001252330	242119	0	0	0
43	Tbc1d7	NM_001252639	-40327	0	0	1
44	Myh14	NM_001271538	26622	0	0	1
45	Cdc7	NM_001271566	87434	0	0	0
46	Acr	NM_001277247	-20398	0	1	0
47	Pex5	NM_001277330	4284	0	0	1
48	Adcy7	NM_007406	410	1	0	1
49	Abcd1	NM_007435	640	1	1	0
50	Bmp2	NM_007553	24577	0	0	0
51	Edn3	NM_007903	-58497	0	0	1
52	Epha8	NM_007939	-8361	0	0	0
53	Igfbp7	NM_008048	-175	1	0	0
54	Foxj1	NM_008240	-19233	0	0	1
55	Hsd17b3	NM_008291	94910	0	0	0
56	Ppm1a	NM_008910	-9102	0	0	0
57	Pipox	NM_008952	-3468	0	0	0
58	Ptgir	NM_008967	3488	0	1	0
59	Ptp4a3	NM_008975	7388	0	1	0
60	Rxrg	NM_009107	8948	0	0	1
61	Usp9x	NM_009481	64	1	1	0
62	Xrcc5	NM_009533	72520	0	0	1
63	Cox4i1	NM_009941	3549	0	0	1
64	Igf2bp1	NM_009951	17346	0	0	1
65	Cyp46a1	NM_010010	34677	0	0	0
66	S1pr3	NM_010101	-15645	0	0	0
67	Efnb1	NM_010110	1343	0	0	1
68	Efnb1	NM_010110	1348	0	0	1
69	Aktip	NM_010241	-40874	0	0	0
70	Gsr	NM_010344	13095	0	0	1
71	Hdac6	NM_010413	572	1	0	1
72	Hmx1	NM_010445	-12685	0	0	0
73	Hoxa2	NM_010451	-3933	0	0	0
74	Hoxa2	NM_010451	-3939	0	0	0
75	Hoxa2	NM_010451	-3943	0	0	0
76	Hoxa2	NM_010451	-3963	0	0	0
77	Hoxa2	NM_010451	-3985	0	0	0
78	Lef1	NM_010703	-74369	0	0	0
79	Neurog1	NM_010896	29623	0	0	0
80	Oit3	NM_010959	2834	0	0	1
81	Phf2	NM_011078	38817	0	1	0
82	Ptpn1	NM_011201	-192	1	0	0
83	Sstr5	NM_011425	8705	0	0	0
84	Cd40	NM_011611	10102	0	0	1
85	Tsn	NM_011650	237803	0	0	0
86	Usp12	NM_011669	11849	0	0	1
87	Dctn6	NM_011722	13498	0	0	1
88	Dctn6	NM_011722	13497	0	0	1
89	Esyt1	NM_011843	-993	1	0	0
90	Srsf3	NM_013663	-7441	0	0	0
91	Klf10	NM_013692	-71952	0	0	0
92	Nrk	NM_013724	-74	1	0	0
93	Csnk1e	NM_013767	15756	0	1	0
94	Spdef	NM_013891	10357	0	0	1
95	Apln	NM_013912	1290	0	0	1
96	Dlc1	NM_015802	51233	0	0	0
97	Esd	NM_016903	65509	0	0	1
98	Rab11a	NM_017382	64414	0	0	1
99	Dfna5	NM_018769	-16499	0	0	0
100	Ubqln2	NM_018798	129	1	1	0
101	Sgsh	NM_018822	4449	0	0	1
102	Sh2b2	NM_018825	-43562	0	0	1
103	Panx1	NM_019482	37782	0	1	0
104	Ammecr1	NM_019496	513	1	1	0
105	Ammecr1	NM_019496	360	1	1	0
106	Cldn14	NM_019500	62	1	1	0
107	Uchl5	NM_019562	97	1	1	0
108	Uchl5	NM_019562	77	1	1	0
109	Fscn3	NM_019569	-1339	0	0	0
110	Scamp4	NM_019575	3750	0	1	1
111	Scamp4	NM_019575	3760	0	1	1
112	Scamp4	NM_019575	3752	0	1	1
113	B4galt5	NM_019835	-23151	0	0	0
114	B3galt2	NM_020025	-1137945	0	0	0
115	Tnfrsf13b	NM_021349	6799	0	1	0
116	Arhgap23	NM_021493	50280	0	1	0
117	Muc2	NM_023566	-1968	0	0	0
118	Trim29	NM_023655	127959	0	0	0
119	Gmpr	NM_025508	38781	0	1	0
120	Fam210b	NM_025912	9381	0	1	0
121	Srfbp1	NM_026040	51	1	1	0
122	Armc12	NM_026290	-6743	0	0	0
123	Rnf125	NM_026301	24165	0	0	1
124	Saraf	NM_026432	162460	0	0	0
125	Tctn2	NM_026486	452	1	1	0
126	Med27	NM_026896	135150	0	0	1
127	1700008P02Rik	NM_027048	-200809	0	0	0
128	Ecd	NM_027475	19413	0	1	0
129	4933405L10Rik	NM_027655	19387	0	0	1
130	Col16a1	NM_028266	20660	0	1	0
131	Sash3	NM_028773	-6322	0	0	0
132	Tc2n	NM_028924	31858	0	0	1
133	Commd9	NM_029635	92898	0	0	1
134	Lrg1	NM_029796	1711	0	1	0
135	Srbd1	NM_030133	186231	0	0	0
136	Fgf16	NM_030614	545	1	0	1
137	Fgf16	NM_030614	554	1	0	1
138	Tfec	NM_031198	101396	0	0	0
139	Cnnm2	NM_033569	32740	0	0	1
140	Slc15a1	NM_053079	18375	0	0	1
141	Foxp2	NM_053242	-45203	0	0	0
142	Emid1	NM_080595	-33754	0	0	0
143	Otud7a	NM_130880	87060	0	0	1
144	Pxn	NM_133915	8818	0	0	1
145	Usb1	NM_133954	8981	0	0	1
146	Kctd1	NM_134112	-24568	0	0	0
147	Galnt10	NM_134189	50847	0	0	1
148	Otud5	NM_138604	614	1	1	0
149	Wdr81	NM_138950	5127	0	0	1
150	Cytip	NM_139200	26142	0	1	0
151	Galnt2	NM_139272	46798	0	0	1
152	Mgl2	NM_145137	9210	0	0	0
153	Arhgap9	NM_146011	3228	0	1	0
154	Lrrc3b	NM_146052	-121192	0	0	0
155	Prr5	NM_146061	-26888	0	0	0
156	Olfr1370	NM_146535	18434	0	0	0
157	Olfr340	NM_146951	10979	0	0	0
158	Prss42	NM_153099	-15476	0	0	0
159	Phldb1	NM_153537	26830	0	0	1
160	Scarf2	NM_153790	6506	0	1	0
161	Prrt3	NM_172487	6510	0	1	0
162	Cobl	NM_172496	-291584	0	0	0
163	Nhlrc3	NM_172501	10689	0	1	0
164	Sh3rf3	NM_172788	-3675	0	0	0
165	D8Ertd82e	NM_172911	9109	0	1	0
166	Abcc12	NM_172912	334466	0	0	0
167	Rbbp8nl	NM_173031	217	1	0	1
168	Tbcel	NM_173038	15582	0	0	1
169	Speer2	NM_173069	947730	0	0	0
170	Fam110b	NM_173426	119078	0	0	1
171	Amer1	NM_175179	53	1	1	0
172	Lysmd4	NM_175215	-22729	0	0	0
173	2700081O15Rik	NM_175381	5406	0	1	0
174	Wdr18	NM_175450	-11581	0	0	1
175	Hist1h2ba	NM_175663	2813	0	0	0
176	Dusp4	NM_176933	-79760	0	0	0
177	6430573F11Rik	NM_176952	-112793	0	0	0
178	Plcb2	NM_177568	4643	0	1	0
179	Psd4	NM_177611	1133	0	0	1
180	Zfp637	NM_177684	-20906	0	0	0
181	Ccdc60	NM_177759	95647	0	0	1
182	Smtnl2	NM_177776	15010	0	0	1
183	Bcorl1	NM_178782	3569	0	0	1
184	Cmbl	NM_181588	-138	1	0	0
185	Coa4	NM_183270	2055	0	1	0
186	Lrrc24	NM_198119	3787	0	1	0
187	Chrm2	NM_203491	-97990	0	0	0
188	Acap3	NM_207223	11554	0	1	0
