	name	feature.name	dist.to.feature	prom	exon	intron
1	Taf9b	NM_001001176	251	1	1	0
2	Thnsl1	NM_001001297	76522	0	0	0
3	Prrxl1	NM_001001796	-321	1	0	0
4	Zfp36l2	NM_001001806	5634	0	0	0
5	2510009E07Rik	NM_001001881	29584	0	0	1
6	2510009E07Rik	NM_001001881	29587	0	0	1
7	Eea1	NM_001001932	-60435	0	0	0
8	Eea1	NM_001001932	107560	0	0	0
9	Nat8l	NM_001001985	165	1	1	0
10	Rpl17	NM_001002239	249	1	0	1
11	Rab44	NM_001002786	41212	0	0	1
12	Ddx11	NM_001003919	145555	0	0	0
13	Zfp619	NM_001004139	34913	0	0	0
14	Fam222a	NM_001004180	43747	0	1	0
15	Ado	NM_001005419	-117923	0	0	0
16	Ado	NM_001005419	-117946	0	0	0
17	Mreg	NM_001005423	14139	0	0	1
18	Eif2a	NM_001005509	-187	1	1	0
19	Lmtk3	NM_001005511	9827	0	1	0
20	Mtus1	NM_001005863	36306	0	0	1
21	Tceanc	NM_001007577	-57	1	0	0
22	Tceanc	NM_001007577	273	1	0	1
23	Akirin2	NM_001007589	-111589	0	0	0
24	Scgb2b20	NM_001009952	36645	0	0	0
25	Fut10	NM_001012517	32002	0	0	1
26	Osm	NM_001013365	-4025	0	0	0
27	E2f8	NM_001013368	-646	1	0	0
28	Dync1li2	NM_001013380	254	1	1	0
29	Pard3	NM_001013580	293455	0	1	0
30	Tmem151b	NM_001013749	2471	0	0	1
31	Maml2	NM_001013813	-5569	0	0	0
32	Dyrk2	NM_001014390	527	1	0	1
33	Snx13	NM_001014973	142692	0	0	0
34	C2cd3	NM_001017985	31957	0	0	1
35	Adamts15	NM_001024139	212118	0	0	0
36	Mctp2	NM_001024703	849931	0	0	0
37	Mctp2	NM_001024703	849947	0	0	0
38	Ntrk2	NM_001025074	269305	0	0	1
39	Ntrk2	NM_001025074	269266	0	0	1
40	Maf	NM_001025577	348785	0	0	0
41	Lonrf2	NM_001029878	74072	0	0	0
42	Olfm4	NM_001030294	267866	0	0	0
43	Olfm4	NM_001030294	267876	0	0	0
44	Sdhaf1	NM_001033140	276	1	1	0
45	Fbxo33	NM_001033156	-212055	0	0	0
46	5730507C01Rik	NM_001033157	662014	0	0	0
47	Slc6a21	NM_001033176	25351	0	0	1
48	Naa11	NM_001033191	68282	0	0	0
49	Nlrc5	NM_001033207	878	1	0	1
50	Itga1	NM_001033228	-108811	0	0	0
51	Cblb	NM_001033238	203739	0	0	0
52	Gm266	NM_001033248	-178	1	0	0
53	Agap2	NM_001033263	12895	0	1	0
54	Agap2	NM_001033263	12891	0	1	0
55	Carmil2	NM_001033320	3307	0	1	0
56	Carmil2	NM_001033320	3367	0	0	1
57	Zbtb16	NM_001033324	43812	0	0	1
58	Mmp25	NM_001033339	1133	0	1	0
59	Cdc42bpg	NM_001033342	-8787	0	1	0
60	Cdc42bpg	NM_001033342	442	1	0	1
61	Cdc42bpg	NM_001033342	-8734	0	0	1
62	Gal3st4	NM_001033416	-3200	0	1	0
63	Gal3st4	NM_001033416	-3180	0	1	0
64	Gal3st4	NM_001033416	-3157	0	0	1
65	Thoc2	NM_001033422	835	1	0	1
66	Gm884	NM_001033434	13679	0	0	1
67	A830080D01Rik	NM_001033472	903	1	0	1
68	A830080D01Rik	NM_001033472	880	1	0	1
69	Wdr72	NM_001033500	167381	0	0	1
70	Kcnk6	NM_001033525	7423	0	1	0
71	Mef2a	NM_001033713	-70637	0	0	0
72	Fam92b	NM_001033980	-51695	0	0	0
73	Fam92b	NM_001033980	-51956	0	0	0
74	Limk2	NM_001034030	2803	0	1	1
75	Fam134b	NM_001034851	-69340	0	0	1
76	Fam134b	NM_001034851	-57619	0	0	1
77	Bpifb4	NM_001034875	2024	0	1	0
78	Ccne2	NM_001037134	-8835	0	0	0
79	Ripply2	NM_001037907	1814	0	0	1
80	Kcnh1	NM_001038607	253591	0	0	1
81	Defb25	NM_001039122	8085	0	0	0
82	Rbfox3	NM_001039167	706	1	0	1
83	Mex3c	NM_001039214	-136479	0	0	0
84	Slc22a15	NM_001039371	19337	0	0	1
85	Kif21b	NM_001039472	31195	0	0	1
86	Plekhm3	NM_001039493	88833	0	0	1
87	Tex40	NM_001039494	-918	1	1	0
88	Tex40	NM_001039494	-913	1	1	0
89	Pigl	NM_001039536	-4	1	0	0
90	Myh2	NM_001039545	7479	0	0	1
91	1700015E13Rik	NM_001039593	122172	0	0	1
92	Tet2	NM_001040400	92188	0	0	0
93	Flot2	NM_001040403	12712	0	0	1
94	Txnrd1	NM_001042513	-11843	0	0	1
95	Blm	NM_001042527	-24825	0	0	0
96	Cyb5d1	NM_001045525	-84	1	0	0
97	Ap2a1	NM_001077264	-377	1	0	0
98	C77370	NM_001077354	419	1	1	0
99	Cntnap5a	NM_001077425	-1868920	0	0	0
100	Zbtb33	NM_001079513	81	1	1	0
101	Zbtb33	NM_001079513	87	1	1	0
102	Bcl11b	NM_001079883	-565	1	0	0
103	Fgfr1	NM_001079909	28230	0	0	1
104	Fam65b	NM_001080381	39181	0	1	0
105	Gsg1	NM_001080553	-9044	0	0	0
106	Gsg1	NM_001080553	-9032	0	0	0
107	Fam65c	NM_001080708	3244	0	0	1
108	Gtf2i	NM_001080746	-18400	0	0	0
109	Gtf2i	NM_001080746	-18189	0	0	0
110	Gtf2i	NM_001080746	-18226	0	0	0
111	Gtf2i	NM_001080746	-18390	0	0	0
112	Gm1123	NM_001080776	-27328	0	0	1
