	name	feature.name	dist.to.feature	prom	exon	intron
1	Fbxo41	NM_001001160	18363	0	1	0
2	Spag6	NM_001001334	101414	0	0	0
3	Spag6	NM_001001334	122709	0	0	0
4	Atp8b1	NM_001001488	-449	1	0	0
5	Atp8b1	NM_001001488	211	1	1	0
6	Prrxl1	NM_001001796	-322	1	0	0
7	Prrxl1	NM_001001796	-2220	0	0	0
8	Atp11c	NM_001001798	-67	1	0	0
9	Atp11c	NM_001001798	-43	1	0	0
10	Eea1	NM_001001932	-117648	0	0	0
11	Limch1	NM_001001980	52896	0	0	1
12	Limch1	NM_001001980	-273	1	0	0
13	Nat8l	NM_001001985	1536	0	0	1
14	Adgrg6	NM_001002268	-596	1	0	0
15	Adgrg6	NM_001002268	-592	1	0	0
16	Ccin	NM_001002787	1287	0	1	0
17	Pcdhac2	NM_001003672	647	1	1	1
18	Rab11fip5	NM_001003955	449	1	1	0
19	Fam170a	NM_001004061	143759	0	0	0
20	Crtc1	NM_001004062	-13091	0	1	0
21	Zfp619	NM_001004139	141496	0	0	0
22	Zfp619	NM_001004139	-29978	0	0	0
23	Usp22	NM_001004143	15824	0	1	0
24	Git1	NM_001004144	-1533	0	0	0
25	Slc13a5	NM_001004148	4663	0	0	1
26	Slc13a5	NM_001004148	240	1	0	1
27	Gnptab	NM_001004164	291	1	0	1
28	AA467197	NM_001004174	452	1	1	0
29	Maml3	NM_001004176	42869	0	0	1
30	Fam222a	NM_001004180	28601	0	0	1
31	Fam222a	NM_001004180	35575	0	0	1
32	Fam222a	NM_001004180	38727	0	0	1
33	Fam222a	NM_001004180	19817	0	0	1
34	Fam222a	NM_001004180	-30479	0	0	0
35	Nuak1	NM_001004363	65152	0	1	0
36	Nuak1	NM_001004363	-559	1	0	0
37	Nuak1	NM_001004363	-32	1	0	0
38	Znhit3	NM_001005223	15679	0	0	1
39	Dbx1	NM_001005232	-670	1	0	0
40	Sp9	NM_001005343	2080	0	1	0
41	Ado	NM_001005419	1146	0	1	0
42	Ppp1r26	NM_001005420	-1314	0	0	0
