	name	feature.name	dist.to.feature	prom	exon	intron
1	Taf9b	NM_001001176	251	1	1	0
2	Itprip	NM_001001738	22626	0	1	0
3	2510009E07Rik	NM_001001881	98718	0	0	1
4	Eea1	NM_001001932	107560	0	0	0
5	Gp1bb	NM_001001999	-2439	0	1	0
6	Adamts7	NM_001003911	8590	0	1	0
7	Maml3	NM_001004176	60215	0	0	1
8	Ppp1r26	NM_001005420	-26153	0	0	0
9	Barhl2	NM_001005477	-103404	0	0	0
10	Lmtk3	NM_001005511	9827	0	1	0
11	Mtus1	NM_001005863	36306	0	0	1
12	Tceanc	NM_001007577	-57	1	0	0
13	Tceanc	NM_001007577	273	1	0	1
14	Fndc3c1	NM_001007580	73	1	1	0
15	Best3	NM_001007583	14959	0	0	1
16	Best3	NM_001007583	12771	0	0	1
17	Rtn1	NM_001007596	-20833	0	0	1
18	Cdh12	NM_001008420	-2528	0	0	0
19	Armcx5	NM_001009575	243	1	1	0
20	Armcx5	NM_001009575	188	1	1	0
21	Armcx5	NM_001009575	191	1	1	0
22	Armcx5	NM_001009575	200	1	1	0
23	Scgb2b20	NM_001009952	36645	0	0	0
24	Fut10	NM_001012517	32002	0	0	1
25	Osm	NM_001013365	-4025	0	0	0
26	Tmem151b	NM_001013749	2471	0	0	1
27	Tmem151b	NM_001013749	4711	0	1	0
28	Tmem151b	NM_001013749	4723	0	1	0
29	Tmem151b	NM_001013749	4705	0	1	0
30	Sp3	NM_001018042	-15129	0	0	0
31	Adamts15	NM_001024139	212118	0	0	0
32	Cdkl5	NM_001024624	445	1	0	1
33	Triobp	NM_001024716	-5894	0	0	1
34	Triobp	NM_001024716	-5944	0	0	1
35	Ntrk2	NM_001025074	54328	0	0	1
36	Camk2d	NM_001025439	13574	0	0	1
37	Maf	NM_001025577	348785	0	0	0
38	Kcnc2	NM_001025581	177915	0	0	1
39	Kcnj6	NM_001025590	6550	0	0	1
40	Pdzd4	NM_001029868	339	1	1	0
41	Lonrf2	NM_001029878	74072	0	0	0
42	Pecam1	NM_001032378	-56	1	0	0
43	Fbxo33	NM_001033156	-212055	0	0	0
44	Slc6a21	NM_001033176	25383	0	1	0
45	Skap1	NM_001033186	75788	0	0	1
46	Naa11	NM_001033191	68282	0	0	0
47	Itga1	NM_001033228	-108811	0	0	0
48	Hk3	NM_001033245	-19194	0	1	0
49	Gm266	NM_001033248	-178	1	0	0
50	Agap2	NM_001033263	882	1	1	0
51	Gxylt1	NM_001033275	-4322	0	0	0
52	Espnl	NM_001033292	-8798	0	0	1
53	Espnl	NM_001033292	-8872	0	0	1
54	Arhgef9	NM_001033329	-115739	0	0	0
55	Mmp25	NM_001033339	1133	0	1	0
56	Lrrc30	NM_001033340	119901	0	0	0
57	Thoc2	NM_001033422	131	1	0	1
58	Thoc2	NM_001033422	851	1	0	1
59	Thoc2	NM_001033422	835	1	0	1
60	Gm884	NM_001033434	49826	0	0	1
61	Gm884	NM_001033434	13679	0	0	1
62	Lsmem1	NM_001033437	22574	0	1	0
63	A830080D01Rik	NM_001033472	880	1	0	1
64	A830080D01Rik	NM_001033472	903	1	0	1
65	A830080D01Rik	NM_001033472	-24116	0	0	0
66	A830080D01Rik	NM_001033472	912	1	0	1
67	Kcnk6	NM_001033525	7423	0	1	0
68	Mef2a	NM_001033713	-70637	0	0	0
69	Smim9	NM_001033786	7881	0	0	1
70	Adamts17	NM_001033877	88152	0	0	1
71	Adamts17	NM_001033877	27700	0	0	1
72	Ak2	NM_001033966	24170	0	0	0
73	Fam92b	NM_001033980	-51695	0	0	0
74	Limk2	NM_001034030	2743	0	1	1
75	Limk2	NM_001034030	2875	0	0	1
76	Ccdc160	NM_001034059	-1435	0	0	0
77	Agap1	NM_001037136	30615	0	0	1
78	Nfatc2	NM_001037178	-28905	0	0	0
79	Defb48	NM_001037751	47944	0	0	1
80	Atp11c	NM_001037863	212	1	0	1
81	Atp11c	NM_001037863	161	1	1	0
82	Atp11c	NM_001037863	666	1	0	1
83	Atp11c	NM_001037863	205	1	0	1
84	Ets1	NM_001038642	140696	0	0	0
85	Sel1l	NM_001039089	-876982	0	0	0
86	Defb25	NM_001039122	8085	0	0	0
87	Defb25	NM_001039122	8090	0	0	0
88	Rreb1	NM_001039188	19450	0	0	1
89	Trim46	NM_001039466	943	1	1	0
90	Tex40	NM_001039494	-913	1	1	0
91	Tex40	NM_001039494	-918	1	1	0
92	1700015E13Rik	NM_001039593	122172	0	0	1
93	Rhox4g	NM_001039698	-2181	0	0	0
94	Thsd4	NM_001040426	17894	0	0	1
95	Pitx2	NM_001042504	3322	0	0	1
96	Txnrd1	NM_001042513	-11843	0	0	1
97	Lhx9	NM_001042577	9757	0	0	1
98	Dhx15	NM_001042620	290637	0	0	0
99	Smad7	NM_001042660	52864	0	0	0
100	Smad7	NM_001042660	17328	0	0	1
101	Cacna1i	NM_001044308	51579	0	0	1
102	Prl2c1	NM_001045532	64117	0	0	0
103	Hs6st2	NM_001077202	478	1	0	1
104	Hs6st2	NM_001077202	540	1	0	1
105	Hs6st2	NM_001077202	485	1	0	1
106	C77370	NM_001077354	832	1	0	1
107	C77370	NM_001077354	643	1	0	1
108	C77370	NM_001077354	840	1	0	1
109	C77370	NM_001077354	562	1	0	1
110	C77370	NM_001077354	829	1	0	1
111	C77370	NM_001077354	874	1	0	1
112	C77370	NM_001077354	836	1	0	1
113	C77370	NM_001077354	629	1	0	1
114	C77370	NM_001077354	419	1	1	0
115	C77370	NM_001077354	569	1	0	1
116	C77370	NM_001077354	606	1	0	1
117	C77370	NM_001077354	605	1	0	1
118	C77370	NM_001077354	598	1	0	1
119	C77370	NM_001077354	597	1	0	1
120	C77370	NM_001077354	591	1	0	1
121	C77370	NM_001077354	621	1	0	1
122	C77370	NM_001077354	617	1	0	1
123	Fhl1	NM_001077362	-679	1	0	1
124	Tsc22d3	NM_001077364	1006	0	0	1
125	Tsc22d3	NM_001077364	-24666	0	0	0
126	Nrp2	NM_001077404	19198	0	0	1
127	Cntnap5a	NM_001077425	-1868920	0	0	0
128	Stag2	NM_001077712	515	1	0	1
129	Zbtb33	NM_001079513	87	1	1	0
130	Zbtb33	NM_001079513	49	1	1	0
131	Zbtb33	NM_001079513	81	1	1	0
132	Trim72	NM_001079932	656	1	0	1
133	Tmpo	NM_001080129	-100993	0	0	0
134	Tmpo	NM_001080129	-58294	0	0	0
135	Gtf2i	NM_001080746	-18400	0	0	0
136	Gtf2i	NM_001080746	-18226	0	0	0
137	Gtf2i	NM_001080746	-18189	0	0	0
138	Prdm13	NM_001080771	-1805	0	0	0
139	Prdm13	NM_001080771	-59	1	0	0
140	Gm1123	NM_001080776	-51281	0	0	1
141	Cps1	NM_001080809	256526	0	0	0
142	Rapgefl1	NM_001080925	-6526	0	0	1
143	B230217C12Rik	NM_001080935	-14062	0	0	1
144	B230217C12Rik	NM_001080935	-10135	0	0	1
145	Nhs	NM_001081052	304	1	1	0
146	Nhs	NM_001081052	323	1	1	0
147	Xpot	NM_001081056	10207	0	0	1
148	Ogfrl1	NM_001081079	-8899	0	0	0
149	Phf3	NM_001081080	614735	0	0	0
